,Time,Open,High,Low,Close,Volume,Readable_time
65,1699030800000,39.76,39.77,38.56,39.0,456668.04000000,2023-11-03 17:00:00
66,1699034400000,38.99,39.34,38.51,38.79,322511.57000000,2023-11-03 18:00:00
67,1699038000000,38.79,39.3,38.62,39.17,314211.42000000,2023-11-03 19:00:00
68,1699041600000,39.17,39.57,39.04,39.5,256336.69000000,2023-11-03 20:00:00
69,1699045200000,39.49,39.78,39.3,39.38,186931.55000000,2023-11-03 21:00:00
70,1699048800000,39.38,39.95,39.15,39.74,348473.26000000,2023-11-03 22:00:00
71,1699052400000,39.73,39.9,39.39,39.45,313378.32000000,2023-11-03 23:00:00
72,1699056000000,39.45,39.69,39.0,39.26,456755.59000000,2023-11-04 00:00:00
73,1699059600000,39.27,40.53,39.15,40.29,573242.44000000,2023-11-04 01:00:00
74,1699063200000,40.28,40.66,40.08,40.41,315267.13000000,2023-11-04 02:00:00
